code,service
841510,"Baja emisión de CO2, utilizando menos electricidad"
841581,"Baja emisión de CO2, utilizando menos electricidad"
841610,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía, tecnologías de reducción de emisiones de quema de gas"
841620,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía, tecnologías de reducción de emisiones de quema de gas"
841630,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía, tecnologías de reducción de emisiones de quema de gas"
841690,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía, tecnologías de reducción de emisiones de quema de gas"
841780,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía, tecnologías de reducción de emisiones de quema de gas. Gestión y reciclado de residuos"
841790,Utilizado para el tratamiento o reciclaje de residuos sólidos
841810,"Baja emisión de CO2, utilizando menos electricidad"
841821,"Baja emisión de CO2, utilizando menos electricidad"
841830,"Baja emisión de CO2, utilizando menos electricidad"
841840,"Baja emisión de CO2, utilizando menos electricidad"
841861,"Dichos sistemas transfieren (""bombean"") el calor disponible en masas de tierra y agua para calentar o enfriar edificios."
841869,"Dichos sistemas transfieren (""bombean"") el calor disponible en masas de tierra y agua para calentar o enfriar edificios."
841911,Plantas de energías renovables
841919,"Utiliza energía solar térmica para calentar el agua, sin producir contaminación. El uso de calentamiento solar de agua desplaza la quema de otros combustibles que generan contaminación"
841939,Para manipulación y transporte de aguas residuales o lodos durante el tratamiento
841940,Utilizado para el tratamiento o reciclaje de residuos sólidos
841950,Gestión del calor y la energía
841960,Control de la contaminación del aire
841989,Control de la contaminación del aire. Manejo de aguas residuales y potabilización del agua
841990,Gestión del calor y la energía. Plantas de energías renovables
842010,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
842091,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
842099,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
842119,Limpieza o remediación de suelo y agua
842121,Limpieza o remediación de suelo y agua. Manejo de aguas residuales y potabilización del agua
842123,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía, tecnologías de reducción de emisiones de quema de gas"
842129,Limpieza o remediación de suelo y agua. Manejo de aguas residuales y potabilización del agua
842131,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía, tecnologías de reducción de emisiones de quema de gas"
842139,Control de la contaminación del aire
842191,Limpieza o remediación de suelo y agua
842199,Manejo de aguas residuales. Control de la contaminación del aire
842220,Utilizado para el tratamiento o reciclaje de residuos sólidos
842290,Gestión y reciclado de residuos solidos y residuos peligrosos
842381,Manejo de aguas residuales
842382,Manejo de aguas residuales
842389,Manejo de aguas residuales
842490,"Control de la contaminación del aire, Manejo de aguas residuales"
842833,Utilizado para el tratamiento o reciclaje de residuos sólidos
842940,Gestión y reciclado de residuos solidos y residuos peligrosos
846291,Gestión y reciclado de residuos solidos y residuos peligrosos
846596,Gestión y reciclado de residuos solidos y residuos peligrosos
846599,Gestión y reciclado de residuos solidos y residuos peligrosos
846694,Gestión y reciclado de residuos solidos y residuos peligrosos
847120,"Baja emisión de CO2, utilizando menos electricidad"
847192,"Baja emisión de CO2, utilizando menos electricidad"
847193,"Baja emisión de CO2, utilizando menos electricidad"
847410,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
847420,Utilizado para el tratamiento o reciclaje de residuos sólidos.
847431,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
847432,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
847439,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
847480,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
847490,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
847710,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
847720,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
847730,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
847740,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
847751,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
847759,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
847780,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
847790,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
847920,"Energías renovables, productos renovables y fuentes de energía"
847982,Utilizado para el tratamiento o reciclaje de residuos sólidos
847989,"Máquinas y aparatos diseñados para una amplia gama de áreas de gestión medioambiental que incluyen residuos, aguas residuales, producción de agua potable y remediación de suelos. Los sistemas de compostaje en recipientes pueden manejar grandes cantidades de desechos y acelerar la descomposición. Los compactadores de basura reducen el volumen de residuos sólidos, lo que permite un transporte y una eliminación más eficientes. "
847990,"Máquinas y aparatos diseñados para una amplia gama de áreas de gestión medioambiental que incluyen residuos, aguas residuales, producción de agua potable y remediación de suelos. Los sistemas de compostaje en recipientes pueden manejar grandes cantidades de desechos y acelerar la descomposición. Los compactadores de basura reducen el volumen de residuos sólidos, lo que permite un transporte y una eliminación más eficientes. "
848110,Para manipulación y transporte de aguas residuales o lodos durante el tratamiento
848120,Manejo de aguas residuales y potabilización del agua
848130,Para manipulación y transporte de aguas residuales o lodos durante el tratamiento
848140,Para manipulación y transporte de aguas residuales o lodos durante el tratamiento
848180,Manejo de aguas residuales y potabilización del agua
848190,Manejo de aguas residuales y potabilización del agua
848210,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
848220,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
848230,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
848240,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
848250,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
848280,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
848291,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
848299,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
848340,Plantas de energías renovables
848360,Plantas de energías renovables
850161,Plantas de energías renovables
850162,Plantas de energías renovables
850163,Plantas de energías renovables
850164,Plantas de energías renovables
850220,Gestión del calor y la energía
850230,Plantas de energías renovables
850230,Plantas de energías renovables
850300,Plantas de energías renovables
850410,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
850421,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
850422,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
850423,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
850431,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
850432,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
850433,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
850434,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
850440,Plantas de energías renovables
850450,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
850490,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
850511,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
850519,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
850520,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
850530,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
850590,Utilizado para el tratamiento o reciclaje de residuos sólidos
850611,"Energías renovables, productos renovables y fuentes de energía"
850612,"Energías renovables, productos renovables y fuentes de energía"
850613,"Energías renovables, productos renovables y fuentes de energía"
850619,Productos más limpios y eficientes en el uso de recursos
850619,Productos más limpios y eficientes en el uso de recursos
850619,Productos más limpios y eficientes en el uso de recursos
850690,"Energías renovables, productos renovables y fuentes de energía"
850720,Plantas de energías renovables
850740,"En comparación con las baterías de celda seca, se puede recargar (se puede reutilizar) y reducir el desperdicio. En caso de uso automotriz, se puede lograr un ahorro de energía superior debido a la alta eficiencia. Sin emisión de CO2"
850780,"En comparación con las baterías de celda seca, se puede recargar (se puede reutilizar) y reducir el desperdicio. En caso de uso automotriz, se puede lograr un ahorro de energía superior debido a la alta eficiencia. Sin emisión de CO2"
850790,Productos ambientalmente preferibles según las características de uso final o eliminación (cuando pasa a ser residuo)
850980,Productos más limpios y eficientes en el uso de recursos
851140,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
851150,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
851180,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
851190,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
851410,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía, tecnologías de reducción de emisiones de quema de gas. Gestión y reciclado de residuos"
851420,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía, tecnologías de reducción de emisiones de quema de gas. Gestión y reciclado de residuos"
851430,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía, tecnologías de reducción de emisiones de quema de gas. Gestión y reciclado de residuos"
851440,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía, tecnologías de reducción de emisiones de quema de gas"
851490,Utilizado para el tratamiento o reciclaje de residuos sólidos
851629,Limpieza o remediación de suelo y agua
851629,Limpieza o remediación de suelo y agua
851710,"Baja emisión de CO2, utilizando menos electricidad"
851730,"Baja emisión de CO2, utilizando menos electricidad"
851740,"Baja emisión de CO2, utilizando menos electricidad"
851782,"Baja emisión de CO2, utilizando menos electricidad"
851840,"Baja emisión de CO2, utilizando menos electricidad"
852090,"Baja emisión de CO2, utilizando menos electricidad"
852110,"Baja emisión de CO2, utilizando menos electricidad"
852190,"Baja emisión de CO2, utilizando menos electricidad"
852210,"Baja emisión de CO2, utilizando menos electricidad"
852390,"Baja emisión de CO2, utilizando menos electricidad"
852691,"Baja emisión de CO2, utilizando menos electricidad"
852810,"Baja emisión de CO2, utilizando menos electricidad"
852810,"Baja emisión de CO2, utilizando menos electricidad"
852810,"Baja emisión de CO2, utilizando menos electricidad"
853010,Productos más limpios y eficientes en el uso de recursos
853080,Productos más limpios y eficientes en el uso de recursos
853090,Productos más limpios y eficientes en el uso de recursos
853661,Eficiencia energética
853710,Plantas de energías renovables
853720,Plantas de energías renovables
853921,Gestión del calor y la energía
853931,Gestión del calor y la energía
853939,Gestión del calor y la energía
854140,Plantas de energías renovables
854380,Limpieza o remediación de suelo y agua. Manejo de aguas residuales y potabilización del agua
854390,Manejo de aguas residuales y potabilización del agua
860110,Productos más limpios y eficientes en el uso de recursos
860120,Productos más limpios y eficientes en el uso de recursos
860210,Productos más limpios y eficientes en el uso de recursos
860290,Productos más limpios y eficientes en el uso de recursos
860310,Productos más limpios y eficientes en el uso de recursos
860390,Productos más limpios y eficientes en el uso de recursos
860400,Productos más limpios y eficientes en el uso de recursos
860500,Productos más limpios y eficientes en el uso de recursos
860610,Productos más limpios y eficientes en el uso de recursos
860630,Productos más limpios y eficientes en el uso de recursos
860691,Productos más limpios y eficientes en el uso de recursos
860692,Productos más limpios y eficientes en el uso de recursos
860699,Productos más limpios y eficientes en el uso de recursos
860711,Productos más limpios y eficientes en el uso de recursos
860712,Productos más limpios y eficientes en el uso de recursos
860719,Productos más limpios y eficientes en el uso de recursos
860721,Productos más limpios y eficientes en el uso de recursos
860729,Productos más limpios y eficientes en el uso de recursos
860730,Productos más limpios y eficientes en el uso de recursos
860791,Productos más limpios y eficientes en el uso de recursos
860799,Productos más limpios y eficientes en el uso de recursos
860800,Productos más limpios y eficientes en el uso de recursos
870210,"Bajo consumo de gas, economía de combustible, emisión de CO2 y contaminantes como la emisión de NOx y SOx"
870290,"Bajo consumo de gas, economía de combustible, emisión de CO2 y contaminantes como la emisión de NOx y SOx"
870321,"Bajo consumo de gas, economía de combustible, emisión de CO2 y contaminantes como la emisión de NOx y SOx"
870322,"Bajo consumo de gas, economía de combustible, emisión de CO2 y contaminantes como la emisión de NOx y SOx"
870323,"Bajo consumo de gas, economía de combustible, emisión de CO2 y contaminantes como la emisión de NOx y SOx"
870324,"Bajo consumo de gas, economía de combustible, emisión de CO2 y contaminantes como la emisión de NOx y SOx"
870331,Manejo de aguas residuales y potabilización del agua
870331,"Bajo consumo de gas, economía de combustible, emisión de CO2 y contaminantes como la emisión de NOx y SOx"
870332,"Bajo consumo de gas, economía de combustible, emisión de CO2 y contaminantes como la emisión de NOx y SOx"
870333,"Bajo consumo de gas, economía de combustible, emisión de CO2 y contaminantes como la emisión de NOx y SOx"
870390,"Bajo consumo de gas, economía de combustible, emisión de CO2 y contaminantes como la emisión de NOx y SOx"
870410,"Bajo consumo de gas, economía de combustible, emisión de CO2 y contaminantes como la emisión de NOx y SOx"
870421,"Bajo consumo de gas, economía de combustible, emisión de CO2 y contaminantes como la emisión de NOx y SOx"
870422,"Bajo consumo de gas, economía de combustible, emisión de CO2 y contaminantes como la emisión de NOx y SOx"
870423,"Bajo consumo de gas, economía de combustible, emisión de CO2 y contaminantes como la emisión de NOx y SOx"
870431,"Bajo consumo de gas, economía de combustible, emisión de CO2 y contaminantes como la emisión de NOx y SOx"
870432,"Bajo consumo de gas, economía de combustible, emisión de CO2 y contaminantes como la emisión de NOx y SOx"
870490,"Bajo consumo de gas, economía de combustible, emisión de CO2 y contaminantes como la emisión de NOx y SOx"
870510,"Bajo consumo de gas, economía de combustible, emisión de CO2 y contaminantes como la emisión de NOx y SOx"
870520,"Bajo consumo de gas, economía de combustible, emisión de CO2 y contaminantes como la emisión de NOx y SOx"
870530,"Bajo consumo de gas, economía de combustible, emisión de CO2 y contaminantes como la emisión de NOx y SOx"
870540,"Bajo consumo de gas, economía de combustible, emisión de CO2 y contaminantes como la emisión de NOx y SOx"
870590,"Bajo consumo de gas, economía de combustible, emisión de CO2 y contaminantes como la emisión de NOx y SOx"
870892,Reducción de ruido y vibraciones
871110,"Control de la contaminación del aire, energías renovables"
871120,"Control de la contaminación del aire, energías renovables"
871130,"Control de la contaminación del aire, energías renovables"
871140,"Control de la contaminación del aire, energías renovables"
871150,"Control de la contaminación del aire, energías renovables"
871200,Productos más limpios y eficientes en el uso de recursos
871411,Productos más limpios y eficientes en el uso de recursos
871419,Productos más limpios y eficientes en el uso de recursos
871420,Productos más limpios y eficientes en el uso de recursos
871491,Productos más limpios y eficientes en el uso de recursos
871492,Productos más limpios y eficientes en el uso de recursos
871493,Productos más limpios y eficientes en el uso de recursos
871494,Productos más limpios y eficientes en el uso de recursos
871495,Productos más limpios y eficientes en el uso de recursos
871496,Productos más limpios y eficientes en el uso de recursos
871499,Productos más limpios y eficientes en el uso de recursos
871639,Productos más limpios y eficientes en el uso de recursos
890790,Control de la contaminación del aire. Limpieza o remediación de suelo y agua
900190,Se utiliza para concentrar e intensificar la energía solar en un sistema de energía solar.
900290,Se utiliza para concentrar e intensificar la energía solar en un sistema de energía solar.
900580,"Equipos de seguimiento, análisis y evaluación del medioambiente"
901320,Manejo de residuos sólidos
901380,Los heliostatos orientan los espejos en los sistemas de energía solar concentrada para reflejar la luz solar en un receptor
901390,Los heliostatos orientan los espejos en los sistemas de energía solar concentrada para reflejar la luz solar en un receptor
901510,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
901520,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
901530,"Equipos de seguimiento, análisis y evaluación del medioambiente"
901540,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía. Equipos de seguimiento, análisis y evaluación del medioambiente, Gestión de riesgos naturales"
901580,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía. Equipos de seguimiento, análisis y evaluación del medioambiente, Gestión de riesgos naturales"
901590,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía. Equipos de seguimiento, análisis y evaluación del medioambiente, Gestión de riesgos naturales"
902410,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
902480,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
902490,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
902511,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
902519,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
902520,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
902580,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
902590,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
902610,"Equipos de seguimiento, análisis y evaluación del medioambiente. Manejo de aguas residuales. Control de la contaminación del aire"
902620,"Equipos de seguimiento, análisis y evaluación del medioambiente. Manejo de aguas residuales"
902680,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía, tecnologías de reducción de emisiones de quema de gas. Equipos de seguimiento, análisis y evaluación del medioambiente"
902690,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía, tecnologías de reducción de emisiones de quema de gas. Equipos de seguimiento, análisis y evaluación del medioambiente"
902710,"Equipos de seguimiento, análisis y evaluación del medioambiente"
902720,"Equipos de seguimiento, análisis y evaluación del medioambiente"
902730,"Equipos de seguimiento, análisis y evaluación del medioambiente"
902740,"Equipos de seguimiento, análisis y evaluación del medioambiente."
902750,"Equipos de seguimiento, análisis y evaluación del medioambiente"
902780,"Equipos de seguimiento, análisis y evaluación del medioambiente"
902790,Estos instrumentos incluyen microtomos que son dispositivos que preparan cortes de muestras para su análisis.
902810,"Equipos de seguimiento, análisis y evaluación del medioambiente. Gestión del calor y la energía"
902820,Gestión del calor y la energía
902830,Gestión del calor y la energía
902890,Gestión del calor y la energía
903010,"Equipos de seguimiento, análisis y evaluación del medioambiente"
903020,"Equipos de seguimiento, análisis y evaluación del medioambiente"
903031,"Equipos de seguimiento, análisis y evaluación del medioambiente"
903039,"Equipos de seguimiento, análisis y evaluación del medioambiente"
903040,"Equipos de seguimiento, análisis y evaluación del medioambiente"
903081,"Equipos de seguimiento, análisis y evaluación del medioambiente"
903089,"Equipos de seguimiento, análisis y evaluación del medioambiente"
903089,"Equipos de seguimiento, análisis y evaluación del medioambiente"
903090,"Equipos de seguimiento, análisis y evaluación del medioambiente"
903110,"Equipos de seguimiento, análisis y evaluación del medioambiente. Reducción de ruido y vibraciones"
903120,"Equipos de seguimiento, análisis y evaluación del medioambiente"
903130,"Equipos de seguimiento, análisis y evaluación del medioambiente."
903140,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
903140,"Equipos de seguimiento, análisis y evaluación del medioambiente"
903180,"Equipos de seguimiento, análisis y evaluación del medioambiente."
903190,"Equipos de seguimiento, análisis y evaluación del medioambiente."
903210,"Equipos de seguimiento, análisis y evaluación del medioambiente. Gestión del calor y la energía"
903220,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía, tecnologías de reducción de emisiones de quema de gas. Equipos de seguimiento, análisis y evaluación del medioambiente"
903281,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía, tecnologías de reducción de emisiones de quema de gas. Equipos de seguimiento, análisis y evaluación del medioambiente"
903289,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía, tecnologías de reducción de emisiones de quema de gas. Equipos de seguimiento, análisis y evaluación del medioambiente. Plantas de energías renovables"
903290,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía, tecnologías de reducción de emisiones de quema de gas. Equipos de seguimiento, análisis y evaluación del medioambiente"
903300,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía, tecnologías de reducción de emisiones de quema de gas. Equipos de seguimiento, análisis y evaluación del medioambiente"
940510,"En comparación con las lámparas fluorescentes o incandescentes convencionales, es de larga duración, bajo consumo de energía, ahorro de energía y sin sustancias tóxicas (sin mercurio)."
940520,"En comparación con las lámparas fluorescentes o incandescentes convencionales, es de larga duración, bajo consumo de energía, ahorro de energía y sin sustancias tóxicas (sin mercurio)."
940540,"En comparación con las lámparas fluorescentes o incandescentes convencionales, es de larga duración, bajo consumo de energía, ahorro de energía y sin sustancias tóxicas (sin mercurio)."
950720,Protección de los recursos naturales
960310,Manejo de residuos sólidos
960350,Manejo de residuos sólidos
960390,Manejo de residuos sólidos
